title,date,date is approximate,performers,instruments,special-guests,adjudicators,description,creator,interviewee,location,digital collection,contributing institution,source,identifier,filename,rights,rightsstatement,format original,type,format,language,reference url,cdmid,CONTENTdm file name,CONTENTdm file path,objectid,youtubeid
President Gibb Speaking at School of Music Dedication,1987-02,,,,"Andrus, Cecil",,"12"" x 8"" color photograph. President Richard D. Gibb speaking at the Lionel Hampton School of Music dedication. Lionel Hampton, Lynn ""Doc"" Skinner, Governor Cecil Andrus, Lynn St. James from Chicago, and an unidentified woman sitting in the background.",UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz-HampColorPhotos-018,Jazz-HampColorPhotos-018.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/135,135,136.jp2,/jazzfest/image/136.jp2,jazzfest137,
Clint Eastwood Receiving Lionel Hampton Jazz Hall of Fame Award [1],1992,,"Hampton, Lionel",,"Eastwood, Clint",,"35mm color slide. Clint Eastwood receiving the Lionel Hampton Jazz Hall of Fame award. He is on stage with Lionel Hampton and Lynn ""Doc"" Skinner.","UI Photo Services; Prout, Jerry",,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz92-HampSkinnerZE-017,Jazz92-HampSkinnerZE-017.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/136,136,108.jp2,/jazzfest/image/108.jp2,jazzfest138,
Al Grey and Doc Cheatham,1989,,"Grey, Al; Cheatham, Doc",trombone; trumpet,,,"8"" x 10"" black and white photograph. Al Grey performing with Doc Cheatham sitting in the background looking on at the 1989 Lionel Hampton-Chevron Jazz Festival.",UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,AlGrey-003,jazzfestf9-003.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/137,137,111.jp2,/jazzfest/image/111.jp2,jazzfest139,
Lionel Hampton and Leonard Feather [2],1991,,"Hampton, Lionel; Feather, Leonard",,,,"7"" x 5"" black and white photograph. Lionel Hampton speaks into a microphone while standing next to Leonard Feather. Feather is out of focus in the photograph.",UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Feather-002,jazzfestf12-002.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/138,138,173.jp2,/jazzfest/image/173.jp2,jazzfest140,
27th Annual Lionel Hampton Jazz Festival Program,1994,,"Hampton, Lionel;  Ray Brown Trio;  Brown, Ray;  Hamilton, Jeff;  Green, Benny;  Jones, Elvin;  Ellis, Herb;  Jones, Oliver;  Bromberg, Brian;  DeFranco, Buddy;  Soloff, Lew;  Shilkloper, Arkady;  Ouzonoff, Alexandre;  Brubeck, Matthew;  Widelock, David;  Daniels, Dee;  Margolis, Kitty;  Maeda, Hitoshi;  Sakura, Tomoaki;  Fujii, Mutsuko;  Reese, Della;  D'Rivera, Paquito;  Moody, James;  Abate, Greg;  Primo Kim Quartet;  Kim, Primo;  Zadrozny, Andy;  Slivka, Michael;  Day, Jim;  Hubbard, Freddie;  Roditi, Claudio;  Roney, Wallace;  Gene Harris Quartet;  Harris, Gene;  Eschete, Ron;  Hughes, Luther;  Humphrey, Paul;  Fontana, Carl;  Watrous, Bill;  McDougall, Ian;  Uusitalo, Jeff;  New York Voices;  Eldridge, Peter;  Fox, Caprice;  Kinhan, Lauren;  Meader, Darmon;  Nazarian, Kim;  Exrin, Andy;  Whitman, Ben;  Landau, Randy;  Candoli, Pete;  Candoli, Conte;  Stowell, John;  Feather, Leonard",guitar;  trumpet;  trombone;  vocals;  saxophone;  sanukitaphone;  cello;  bassoon;  horn;  clarinet;  bass;  piano;  drums;  vibes,"Feather, Leonard (critic); Gitler, Ira (critic); Deffaa, Chip (critic); Wicks, Virginia (publicist)","Argersinger, Charles; Baer, Steve; Bennett, David; Call, Steve; Cazier, David L.; Christensen, James; Clayton, Mel; Crawford, Peter; Curnow, Robert H.; Cutler, James; Dayley, K. Newell; DeMiero, Frank; Dodd, Leo; Francis, Timothy; Gemberling, Alan; Gjerde, Byron; Glenn, David; Hagen, Scott; Handy, Antoinette; Harbaugh, John; Haskell, Jeff; Hubbs, Randy; Jarvis, David;  Johansen, Keven; Keberle, Dan; Kraintz, Ken; McFarlin, Bill; Moawad, John; Perconti, Bill; Peters, Perry ""Pep""; Rees, Rich; Smith, Larry; Spittal, Robert; Stemen, Roger; Sturm, Fred; Summers, Bob; Wahls, Myron; Wilkinson, Ron; Wolking, Henry; Yasinitsky, Anne Marie; Yasinitsky, Greg;","8.25"" x 10.75"" event program. Includes artist biographies, concert schedules, performance schedules, workshop and clinic information, and sponsor information.",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf1994-prog,lhijf1994-prog.pdf,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/139,139,109.pdf,/jazzfest/image/109.pdf,jazzfest141,
Doc Cheatham [2],1989,,"Cheatham, Doc",,,,"8"" x 10"" black and white photograph. Doc Cheatham speaks into a microphone while holding his trumpet at the 1989 Lionel Hampton-Chevron Jazz Festival.",UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Cheatham-002,jazzfestf10-002.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/140,140,98.jp2,/jazzfest/image/98.jp2,jazzfest142,
Wynton Marsalis [2],1989,,"Marsalis, Wynton",trumpet,,,"8"" x 10"" black and white photograph. Wynton Marsalis playing his trumpet at the 1989 Lionel Hampton-Chevron Jazz Festival.",UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz89-Marsalis-018,jazzfestf1-005.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/141,141,73.jp2,/jazzfest/image/73.jp2,jazzfest143,
Dizzy Gillespie Jazz Clinic [5],1991,,"Gillespie, Dizzy",,,,"1.5"" x 1"" black and white print. One of thirty images found on a contact sheet. Dizzy Gillespie speaking into microphone to audience during his jazz clinic.","UI Photo Services;  Prout, Jerry",,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz91-4Gillespie-033a,Jazz91-4Gillespie-033a.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/142,142,99.jp2,/jazzfest/image/99.jp2,jazzfest144,
Hank Jones and Dee Daniels,1995,yes,"Jones, Hank; Daniels, Dee",,,,"7"" x 5"" black and white photograph. Hank Jones and Dee Daniels together, possibly at a soundcheck.","UI Photo Services; Meehan, Paul",,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,HankJones-002,jazzfestf3-002.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/143,143,168.jp2,/jazzfest/image/168.jp2,jazzfest145,
4th Annual University of Idaho Jazz Festival Program,1972,,"Hochstrasser, Gib; Hochstrasser, Jean;",saxophone; trombone; trumpet; keyboards; electric bass; percussion; french horns; guitar,,"Carrico, John; Werner, Richard; Hochstrasser, Gib; Gold, Dennis; Spevacek, Robert; Barnes, Dorothy","8.25"" x 10.75"" event program. Includes artist biographies, concert schedules, performance schedules, workshop and clinic information, and sponsor information.",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf1972-prog,lhijf1972-prog.pdf,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/144,144,146.pdf,/jazzfest/image/146.pdf,jazzfest146,
Lionel Hampton Performs with the UI Jazz Choir,1992,,"Hampton, Lionel",vibes,,,"8"" x 10"" color photograph. Lionel Hampton performs with the University of Idaho Jazz Choir at the 1992 Lionel Hampton-Chevron Jazz Festival.",UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz-HampColorPhotos-022,jazzfestf2-003.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/145,145,115.jp2,/jazzfest/image/115.jp2,jazzfest147,
Lionel Hampton and Trombone Players,1987,,"Hampton, Lionel; Grey, Al",bass; trombone,,,"7"" x 5"" black and white photograph. Lionel Hampton on stage with Al grey and two others playing trombones. Ray Brown plays the bass in the background.",UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,HamptonOthers-002,jazzfestf8-002.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/146,146,65.jp2,/jazzfest/image/65.jp2,jazzfest148,
32nd Annual Lionel Hampton Jazz Festival Program,1999,,"Hampton, Lionel;  Jones, Hank;  Ellis, Herb;  Nash, Lewis;  Bromberg, Brian;  Roditi, Claudio;  Tate, Grady;  Debriano, Santi;  Charlap, Bill;  Ashby, Jay;  Saarsalu, Lembit;  Vintskevich, Leonid;  Mikami, Kuni;  Watson, Wally ""Gator"";  Bryant, Lance;  Fabian, Christian (aka Fabian Bausch);  White, Evelyn;  Contreras, Billy;  Ray Brown Trio;  Brown, Ray;  Riggens, Karriem;  Keezer, Geoff;  Lovano, Joe;  Cole, Freddy;  McBride, Christian;  Hargrove, Roy;  Walton, Cedar;  Grey, Al;  Watrous, Bill;  Andrews, Ernie;  Martinez, Jim;  Krall, Diana;  Malone, Russell;  Wolfe, Ben;  Rawls, Lou;  Terry, Clark;  Shank, Bud;  Cuber, Ronnie;  Friesen, David;  LaVerne, Andy;  Daniels, Dee;  Butman, Igor",saxophone;  vocals;  piano;  bass;  trumpet;  guitar;  trombone;  tenor saxophone;  drums;  violin;  vibes,"Wicks, Virginia (publicist); Elwood, Phil (critic); Deffaa, Chip (critic);","Argersinger, Charles; Baer, Steve; Bruya, Chris; Christiansen, Jim; Crawford, Peter; Cummings, Roy; Dayley, K. Newell; DeMiero, Frank; Gailey, Dan; Glenn, Dave; Harbaugh, John; Jarvis, David; Hubbs, Randy; Jewett, David; Johansen, Keven; Keberle, Dan; Keipp, Don; Kraintz, Ken; Lawrence, Jay; Lyons, Tom; Mair, Jim; Merrill, Les; Moawad, John; Peters, Perry ""Pep""; Pugh, Jonathan; Richins, Steve; Spittal, Robert; Saunders, Marianne; Seiler, Dave; Shook, Lee; Shook, Pat; Smith, Larry; Smith, Ray; Stultz, Dave; Wakeley; Wickham, Nat; Wolking, Henry; Wooden, Ronald L.; Yasinitsky, Greg; Yorgason, Lars; Young, Horace-Alexander;","8.25"" x 10.75"" event program. Includes artist biographies, concert schedules, performance schedules, workshop and clinic information, and sponsor information.",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf1999-prog,lhijf1999-prog.pdf,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/147,147,59.pdf,/jazzfest/image/59.pdf,jazzfest149,
Doc Skinner Playing Piano,1996,,"Skinner, Lynn ""Doc""",,,,"7"" x 5 "" black and white photograph. Lynn ""Doc"" Skinner playing piano possibly with Kuni Mikami standing behind him and a camera man in the background. Possibly at a soundcheck for one of the festival concerts.",UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz88-SkinnerArtists-005,Jazz88-SkinnerArtists-005.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/148,148,155.jp2,/jazzfest/image/155.jp2,jazzfest150,
"Lionel Hampton, President Zinser, and Others [1]",1992,,"Hampton, Lionel",,"Wahls, Myron H.",,"12"" x 8"" color photograph. President Elizabeth Zinser poses while signing a document. Lionel Hampton, Lynn ""Doc"" Skinner, School of Music Director Robert Miller, Judge Myron H. Wahls and two unidentified individuals are positioned around her. The photograph was possibly taken at the Red Carnation due to the carnations worn by subjects.",UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz-HampColorPhotos-014,Jazz-HampColorPhotos-014.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/149,149,158.jp2,/jazzfest/image/158.jp2,jazzfest151,
Al Grey [2],2000,yes,"Grey, Al",,,,"7"" x 5"" black and white photograph. Al Grey speaks into microphone at the Lionel Hampton Jazz Festival.",UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,AlGrey-002,jazzfestf9-002.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/150,150,105.jp2,/jazzfest/image/105.jp2,jazzfest152,
25th Annual Lionel Hampton-Chevron Jazz Festival Program,1992,,"Lionel Hampton and Quartet;  Hampton, Lionel;  Mikami, Kuni;  Watson, Wally ""Gator"";  Machado, Gabriel;  Dorsey, Leon;  Paquito D'Rivera and the Havana-New York Ensemble;  D'Rivera, Paquito;  Perez, Danilo;  Roditi, Claudio;  Rossy, Jorge;  Finck, David;  Bromberg, Brian;  Matsui, Keiko;  Matsui, Kazu;  Saarsalu, Lembit;  Vintskevich, Leonid;  Capers, Lisa;  Foley, Kim;  Wynters, Gail;  Hampton, Lionel;  Jarreau, Al;  Mann, Herbie;  Ellis, Herb;  Roy Hargrove Quintet;  Hargrove, Roy;  Hart, Antonio;  Cary, Marc;  Hutchinson, Greg;  Whitaker, Rodney;  Jones, Oliver;  Young, David;  Thigpen, Ed;  Daniels, Dee;  Aoki, Reiko;  Bathé, Clare;  Mulligan, Gerry;  Faddis, Jon;  Ray Brown Trio;  Brown, Ray;  Harris, Gene;  Hamilton, Jeff;  Grey, Al;  Watrous, Bill;  Whigham, Jiggs;  Grey, Mike;  Lundy, Carmen;  Feather, Leonard",vocals;  trombone;  trumpet;  baritone saxophone;  drums;  bass;  alto saxophone;  guitar;  flute;  vibes;  shakuhachi;  conga;  clarinet,"Feather, Leonard (critic);  Eastwood, Clint;","Argersinger, Charles; Baer, Steve; Beecher, Dick; Beecher, Joy; Bennett, David V.;  Christensen, James; Clary, Rick; Crawford, Peter;  Curnow, Robert; Cutler, James; Dayley, K. Newell; Dodd, Leo; Drury, William; Gemberling, Alan; Glenn, David; Hubbs, Randy; Jacobsen, Michael N.; Jarvis, David; Johansen, Keven; Keberle, Dan; Leshin, Phil; McClure, Barney; McFarlin, Bill; Perconti, Bill; Peters, Perry ""Pep""; Powell, Lee Etta; Rose, Bernard; Smith, Larry; Smith, Ray; Stemen, Roger; Summers, Bob; Trimble, Sam; Vevig, Jerry; Wahls, Myron; Wilkinson, Ron; Wilson, Lorraine P.; Wilson, James D,; Wolking, Henry;  Yasinitsky, Greg;","8.25"" x 10.75"" event program. Includes artist biographies, concert schedules, performance schedules, workshop and clinic information, and sponsor information.",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf1992-prog,lhijf1992-prog.pdf,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/151,151,96.pdf,/jazzfest/image/96.pdf,jazzfest153,
Doc Skinner and Hank Jones,1996,,"Jones, Hank; Skinner, Lynn ""Doc""",,,,"7"" x 5 "" black and white photograph. Lynn ""Doc"" Skinner sitting next two jazz musician Hank Jones.",UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz88-SkinnerArtists-004,Jazz88-SkinnerArtists-004.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/152,152,89.jp2,/jazzfest/image/89.jp2,jazzfest154,
Lionel Hampton Performs with a Student Band,1992,,"Hampton, Lionel",vibes,,,"12"" x 8"" color photograph. Lionel Hampton performs with a student band at the 1992 Lionel Hampton-Chevron Jazz Festival.",UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz-HampColorPhotos-021,jazzfestf2-002.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/153,153,58.jp2,/jazzfest/image/58.jp2,jazzfest155,
Governor Andrus Speaking at School of Music Dedication,1987-02,,"Hampton, Lionel",,"Andrus, Cecil",,"12"" x 8"" color photograph. Governor Cecil Andrus speaking at the Lionel Hampton School of Music dedication. Lionel Hampton, Lynn ""Doc"" Skinner, Lynn St. James from Chicago, and an unidentified woman sitting in the background.",UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz-HampColorPhotos-016,Jazz-HampColorPhotos-016.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/154,154,106.jp2,/jazzfest/image/106.jp2,jazzfest156,
Dizzy Gillespie Jazz Clinic [1],1991,,"Gillespie, Dizzy",,,,"1.5"" x 1"" black and white print. One of thirty images found on a contact sheet. Dizzy Gillespie speaking into microphone to audience during his jazz clinic.","UI Photo Services;  Prout, Jerry",,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz91-4Gillespie-032a,Jazz91-4Gillespie-032a.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/155,155,83.jp2,/jazzfest/image/83.jp2,jazzfest157,
21st Annual Lionel Hampton-Chevron Jazz Festival Program,1988,,"The All-Time-Great Women of Jazz; Betty Carter and her Trio; Carter, Betty; Scott, Stephen; Coleman, Ira; Harper, Winard; Anderson, Ernestine; Brown, Ray; Harris, Gene; Ennis, Ethel; Willson, Lisa; Hampton and his New York Big Band; Hampton, Lionel; Gillespie, Dizzy; Heath, Jimmy; Roker, Mickey; Grey, Al; Tate, Buddy; Fontana, Carl; Haynes, Roy; Tommy Flanagan Trio; Flanagan, Tommy; Washington, Kenny; Mraz, George; Findley, Chuck;",bass; drums; piano; trombone; saxophone; vocals;,,"Baer, Steve; Clayton, Mel; Cutler, James; Edighoffer, Gary; Gjerde, Byron; Hubbs, Randy; Jarvis, Dave; Johansen, Keven; Konopasek, Jan; Peters, Perry &quot;Pep&quot;; Schamber, Don; Shook, Lee;  Sturm, Fred; Summers, Bob; Titone, Barry; Vevig, Jerry; Werner, Rich; White, Christopher; Wolking, Henry; Yasinitsky, Greg;","6.75""; x 8.5""; event program. Includes artist biographies, concert schedules, competition schedules, and sponsor information.",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf1988-prog,lhijf1988-prog.pdf,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/156,156,66.pdf,/jazzfest/image/66.pdf,jazzfest158,
Lionel Hampton Big Band,1995,,"Hampton, Lionel; Fabian, Christian (aka Fabian Bausch)",,,,35mm color slide. Lionel Hampton performs with his band at the Lionel Hampton Jazz Festival.,UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz95-98Misc-018,Jazz95-98Misc-018.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/157,157,165.jp2,/jazzfest/image/165.jp2,jazzfest159,
Wynton Marsalis and Ray Brown [4],1989,,"Marsalis, Wynton; Brown, Ray",,,,"10"" x 8"" black and white photograph. Wynton Marsalis and Ray Brown on stage at the 1989 jazz festival.",UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz89-Marsalis-016,jazzfestf1-003.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/158,158,71.jp2,/jazzfest/image/71.jp2,jazzfest160,
Lionel Hampton and his New York Big Band,1997,,"Hampton, Lionel; Watson, Wally ""Gator""; Bryant, Lance; McDonald, Marshall;",drums; alto saxophone;  clarinet;  trombone;  vibes,,,"7"" x 5"" black and white photograph. Lionel Hampton and his band perform with unidentified clarinetist at the Lionel Hampton Jazz Festival.","UI Photo Services; Casten, Heidi",,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz97-HampandBand-001,Jazz97-HampandBand-001.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/159,159,153.jp2,/jazzfest/image/153.jp2,jazzfest161,
Lionel Hampton and Doc Skinner [1],1992,,"Hampton, Lionel",saxophone,,,"35mm color slide. Lionel Hampton and Lynn ""Doc"" Skinner on stage at the 1992 Lionel Hampton Jazz Festival.",UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz92-HampSkinner-002,Jazz92-HampSkinner-002.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/160,160,94.jp2,/jazzfest/image/94.jp2,jazzfest162,
