title,date,date is approximate,performers,instruments,special-guests,adjudicators,description,creator,interviewee,location,digital collection,contributing institution,source,identifier,filename,rights,rightsstatement,format original,type,format,language,reference url,cdmid,CONTENTdm file name,CONTENTdm file path,objectid,youtubeid
Joe Williams,1987,,"Williams, Joe",vocals,,,"5"" x 8"" black and white photograph. Joe Williams sings at the jazz festival.",UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Williams-001,jazzfestf7-001.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/97,97,163.jp2,/jazzfest/image/163.jp2,jazzfest99,
Clint Eastwood Receiving Lionel Hampton Jazz Hall of Fame Award [2],1992,,"Hampton, Lionel",,"Eastwood, Clint",,"35mm color slide. Clint Eastwood shakes Lionel Hampton's hand after receiving the Lionel Hampton Jazz Hall of Fame award. Also on stage is Lynn ""Doc"" Skinner.","UI Photo Services; Prout, Jerry",,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz92-HampSkinnerZE-020,Jazz92-HampSkinnerZE-020.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/98,98,110.jp2,/jazzfest/image/110.jp2,jazzfest100,
8th Annual University of Idaho Jazz Festival Program,1976,,"Tole, Bill",trombone,,"Beecher, Dick; Bridge, Neil; Gjerde, Byron; King, Waldo; Malcolm, Hal; Moawad, John; Paul, Don;","8.25"" x 10.75"" event program. Includes artist biographies, concert schedules, performance schedules, workshop and clinic information, and sponsor information.",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf1976-prog,lhijf1976-prog.pdf,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/99,99,157.pdf,/jazzfest/image/157.pdf,jazzfest101,
Diane Reeves [2],1990,yes,"Reeves, Diane",vocals,,,"5"" x 7"" black and white photograph. Diane Reeves sings at the Lionel Hampton Jazz Festival.","UI Photo Services; Drobish, Anne",,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,jazzfestf5-002,jazzfestf5-002.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/100,100,78.jp2,/jazzfest/image/78.jp2,jazzfest102,
Lionel Hampton and President Zinser,1992,,"Hampton, Lionel",,,,"12"" x 8"" color photograph. Lionel Hampton and President Zinser on stage at the jazz festival. Lynn ""Doc"" Skinner stands in the background.",UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz-HampColorPhotos-020,jazzfestf2-001.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/101,101,125.jp2,/jazzfest/image/125.jp2,jazzfest103,
40th Annual Lionel Hampton International Jazz Festival Program,2007,,"Fabian, Christian (aka Fabian Bausch);  Mikami, Kuni;  Watson, Wally ""Gator"";  Stowell, John;  Cole, Freddy;  Alexander, Monty;  Green, Benny;  Hamilton, Jeff;  Malone, Russell;  McBride, Christian;  Roditi, Claudio;  Stafford, Terell;  White, Evelyn;  Vintskevich, Leonid;  Saarsalu, Lembit;  Izmailov, Enver;  Monheit, Jane;  Clayton, John;  Stripling, Byron;  Gambarini, Roberta;  Martinez, Jim;  Gordon, Wycliffe;  Morrison, James;  The Four Freshman;  Ferreira, Bob;  Johnson, Vince;  Eichenberger, Brain;  Calderon, Curtis;  Daniels, Dee;  Hendelman, Tamir;  Luty, Christoph;  Butman, Igor;  Watrous, Bill;  Lionel Hampton New York Big Band;  Pizzarelli, John;  Daniels, Dee;  Roy Hargrove Quintet;  Hargrove, Roy;  Clayton, Gerald;  Sanders, Joe;  Robinson, Justin;  Coleman, Montez;  Clayton Brothers Quintet;  Clayton, Jeff;  Calvaire, Obed;  Stafford, Terell;  Abate, Greg;  Vintskevich, Nik;  Open World Russian All Stars;  Tekuchev, Svyatoslav;  Bubiakin, Kirill;  Solokov, Yevgeniy;  Tugushev, Ildar;  Shibin, Maksim;  Zaytsev, Grigoriy;  Sabiryanov, Adel",drums;  vibes;  bass;  guitar;  trombone;  trumpet;  tenor saxophone;  alto saxophone;  saxophone;  piano;  vocals;  tap guitar,,"Argersinger, Charles; Bruya, Chris; Cazier, Dave; Christensen, James; Crawford, Peter; DeMiero, Frank; Glenn, Dave; Harbaugh, John; Haskell, Jeff; Hope, Jim; Hubbs, Randy; Jarvis, Dave; Jarvis, Heidi; Johansen, Keven; Jones, Terry; Kambeitz, Michael ""Gus""; Keberle, Dan; Kraintz, Ken; Lambert, Evin; Littlefield, Ed; Mancinelli, Kathy; Martin, Spencer; McCullough, Chad; Merrill, Les; Miller, Robert; Ploeger, Kristina; Pugh, Jonathan; Seiler, Dave; Shook, Lee; Smith, Ray; Spevacek, Robert; Strawn, Doug; Tapper, Rob; Thomas, Jay; Wolking, Henry; Wright, Brian; Yasinitsky, Greg; Young, Horace-Alexander, III;","8.25"" x 10.75"" event program. Includes artist biographies, concert schedules, performance schedules, workshop and clinic information, and sponsor information.",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf2007-prog,lhijf2007-prog.pdf,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/102,102,138.pdf,/jazzfest/image/138.pdf,jazzfest104,
"Lionel Hampton, Zinser, and Others; Clint Eastwood Posing with Groups of People",1992,,"Hampton, Lionel",,"Eastwood, Clint; Wahls, Myron H.",,"11"" x 8.5"" black and white contact sheet. Four of the images show Clint Eastwood posing with various groups of people. The rest of the images show Lionel Hampton, Lynn ""Doc"" Skinner, President Elizabeth Zinser, School of Music Director Robert Miller, Judge Myron H. Wahl's and two unidentified individuals signing a document.",UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz92-BackstageAwards-006,Jazz92-BackstageAwards-006.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/103,103,63.jp2,/jazzfest/image/63.jp2,jazzfest105,
Wynton Marsalis and Ray Brown [1],1989,,"Marsalis, Wynton; Brown, Ray",trumpet; bass,,,"10"" x 8"" color photograph. Wynton Marsalis and Ray Brown talk on stage at the 1989 Lionel Hampton-Chevron Jazz Festival.",UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz89-Marsalis-013,Jazz89-Marsalis-013.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/104,104,147.jp2,/jazzfest/image/147.jp2,jazzfest106,
52nd Annual Lionel Hampton Jazz Festival Program,2019,,"Clement, Dawn;  McKee, Paul;  Vanguard Jazz Orchestra;  Oatts, Dick;  Drewes, Billy;  Perry, Rich;  Lalama, Ralph;  Lee, Josh;  Marchione, Nick;  Chudoba, John;  Stafford, Terell;  Wendholt, Scott;  Jackson, Jason;  Patterson, Mark;  Tucker, Dion;  Purviance, Douglas;  Birnbaum, Adam;  Wong, David;  Riley, John;  New Lionel Hampton Big Band;  Gross, Mark;  Bryant, Lance;  Stewart, James;  Martinez, Anibal;  Cutro, Vinnie;  Trowers, Robert;  Mikami, Kuni;  Fabian, Christian (aka Fabian Bausch);  Gibson, David F.;  Doubleday, Joseph;  Bennett, Antonia",vocals;  vibes;  drums;  bass;  piano;  trombone;  trumpet;  saxophone,,"Young, Horace Alexander; Athayde, Bob; Baglio, Brennan; Barduhn, Dave; Catalano, Jim; Cazier, Dave; Barr-Clingan, Kelly; Dicken, Cindy; Gemberling, Gary; Gemberling, Kathleen; Jarvis, Dave; Joyner, Dave; Kellogg, Jenny; Lack, Terry; Littlefield, Ed; Lubag, Reuel; Miller, Bob; Parker, Jennifer; Parker, Shon; Parrish, Angela; Plamondon, Andy; Shew, Jamie; Shook, Lee;  Skinner, Lynn &quot;Doc&quot;; Treseler, Steve; Van Paepeghem, Quinn; Van Paepeghem, Shirley; Ward, Brian; Williamson, Greg; Woods, Kevin; Yasinitsky, Greg;","8.25"" x 10.75"" event program. Includes artist biographies, concert schedules, performance schedules, workshop and clinic information, and sponsor information.",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf2019-prog,lhijf2019-prog.pdf,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/105,105,167.pdf,/jazzfest/image/167.pdf,jazzfest107,
Lionel Hampton and Leonard Feather [1],1991,,"Hampton, Lionel; Feather, Leonard",,,,"7"" x 5"" black and white photograph. Leonard Feather speaks into a microphone at the jazz festival. Lionel Hampton and Lynn ""Doc"" Skinner face him.","UI Photo Services; Green, Robin",,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Feather-001,jazzfestf12-001.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/106,106,112.jp2,/jazzfest/image/112.jp2,jazzfest108,
Robert Miller Speaking at School of Music Dedication,1987-02,,"Hampton, Lionel",,"Andrus, Cecil",,"12"" x 8"" color photograph. School of Music Director Robert Miller speaking at the Lionel Hampton School of Music dedication. Lionel Hampton, Lynn ""Doc"" Skinner, President Richard D. Gibb, Governor Cecil Andrus, Lynn St. James from Chicago, and an unidentified woman sitting in the background.",UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz-HampColorPhotos-017,Jazz-HampColorPhotos-017.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/107,107,74.jp2,/jazzfest/image/74.jp2,jazzfest109,
Doc Skinner and Clint Eastwood,1992,,,,"Eastwood, Clint",,"35mm color slide. Lynn ""Doc"" Skinner and Clint Eastwood at the 1992 Lionel Hampton Jazz Festival.",UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz92-Eastwood-008,Jazz92-Eastwood-008.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/108,108,62.jp2,/jazzfest/image/62.jp2,jazzfest110,
20th Annual Lionel Hampton-Chevron Jazz Festival Program,1987,,"Hampton, Lionel;  Reeves, Dianne;  Brown, Ray;  Terry, Clark;  Grey, Al;  Williams, Joe;  Roker, Mickey;  Moody, James;  Turrentine, Stanley;  Fontana, Carl;  Powell, Benny;  Soph, Ed",vibes;  vocals;  bass;  trumpet;  trombone;  drums;  saxophone,,"Baer, Steve; Beecher, Dick; Billingsley, William; Brown, Wilson; Bukvich, Dan; Cathey, Tully; Clayton, Mel; Gjerde, Byron; Gulhaugen, Chris; Hall, Gene; Johansen, Keven; McCurdy, Robert; Peters, Perry &quot;Pep&quot;; Seiler, Dave; Staley, Dick; Summers, Bob; Van Leuven, Glenn; Vevig, Jerry; Wolking, Henry; Yasinitsky, Greg;","6.75""; x 8.5""; event program. Includes artist biographies, concert schedules, competition schedules, and sponsor information.",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf1987-prog,lhijf1987-prog.pdf,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/109,109,133.pdf,/jazzfest/image/133.pdf,jazzfest111,
Wynton Marsalis and Ray Brown [3],1989,,"Marsalis, Wynton; Brown, Ray",trumpet,,,"10"" x 8"" black and white photograph. Wynton Marsalis and Ray Brown playing together at the 1989 Lionel Hampton-Chevron Jazz Festival.",UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz89-Marsalis-015,jazzfestf1-002.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/110,110,87.jp2,/jazzfest/image/87.jp2,jazzfest112,
Leonid Vintskevich,1989,,"Vinstkevich, Leonid",piano,,,"10"" x 8"" color photograph. Leonid Vintskevich plays the piano at the 1989 Lionel Hampton-Chevron Jazz Festival.",UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,SaarsaluVintskevich-001,jazzfestf6-001.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/111,111,135.jp2,/jazzfest/image/135.jp2,jazzfest113,
Lionel Hampton in Doctoral Robes,1988,,"Hampton, Lionel",,,,"10"" x 8"" black and white photograph. Lionel Hampton being hooded for his honorary doctorate from the University of Idaho. President Richard D. Gibb sits in the background.",UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,HamptonOthers-003,jazzfestf8-003.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/112,112,137.jp2,/jazzfest/image/137.jp2,jazzfest114,
34th Annual Lionel Hampton Jazz Festival Program,2001,,"Hampton, Lionel;  Jones, Hank;  Hamilton, Jeff;  McBride, Christian;  Malone, Russell;  Wilson, Nancy;  D'Rivera, Paquito;  Roditi, Claudio;  Bromberg, Brian;  Boiarsky, Andres;  Mikami, Kuni;  Watson, Wally ""Gator"";  Fabian, Christian (aka Fabian Bausch);  Shilkloper, Arkady;  Vintskevich, Leonid;  Saarsalu, Lembit;  Jarvis, Jane;  Mahogany, Kevin;  Russell Malone Quartet;  Wonsey, Anthony;  Goods, Richie;  Strickland, E.J.;  White, Evelyn;  Wagner, Walt;  Stowell, John;  Contreras, Billy;  Roy Hargrove Quintet;  Hargrove, Roy;  Irby, Sherman;  Willis, Larry;  Cannon, Gerald;  Jones, Willie, III;  Ray Brown Trio;  Brown, Ray;  Keezer, Geoff;  Riggens, Karriem;  Lovano, Joe;  Daniels, Dee;  Butman, Igor;  Five Play;  Maricle, Sherrie;  Strassmayer, Karoline;  Cohen, Anat;  Parrott, Nikki;  Yamanaka, Chihiro;  Monheit, Jane;  Ponomarev, Valery;  Martinez, Jim;  Rawls, Lou;  Terry, Clark;  Golson, Benny;  Watrous, Bill;  Fontana, Carl;  Powell, Benny;  Grey, Mike;  Gamborini, Roberta;  Candoli, Pete;  Candoli, Conte;  Cook, Carla;  Stigers, Curtis;  Krall, Diana;  Ennis, Ethel",vocals;  trumpet;  trombone;  saxophone;  piano;  violin;  guitar;  drums;  bass;  flute;  horn;  vibes,"Deffaa, Chip (critic); Elwood, Phil (critic); Wicks, Virginia (publicist);  de Barros, Paul (columnist)","Anderson, Jon; Argersinger, Charles; Baer, Steve; Barry, Daniel, Bardfield, Geoff;  Bruya, Chris; Carlson, Dan; Cazier, Dave; Christensen, Jim; Crawford, Peter; Dayley, K. Newell; DeMiero, Frank; Gemberling, Gary; Harbaugh, John; Haskell, Jeff; Hubbs, Randy; Jarvis, David; Jarvis, Heidi; Jensen, Brent; Johansen, Keven; Jones, Terry; Keberle, Dan; Keipp, Don; Kraintz, Ken; Kurrus, Kent; Lawrence, Jay; Loranger, Gene; Lyons, Tom; Merrill, Les; Moawad, John; Peters, Perry ""Pep""; Pugh, Jonathan; Richins, Steve; Saunders, Marianne; Seiler, Dave; Shook, Lee; Smith, Larry; Spevacek, Robert; Strawn, Doug; Stultz, Dave; Tapper, Rob; Wakeley, David A.; Widner, Jim; Williams, Linda F.; Wolking, Henry; Wooden, Ronald L.; Yasinitsky, Greg; Yorgason, Laurence; Young, Horace-Alexander","8.25"" x 10.75"" event program. Includes artist biographies, concert schedules, performance schedules, workshop and clinic information, and sponsor information.",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf2001-prog,lhijf2001-prog.pdf,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/113,113,159.pdf,/jazzfest/image/159.pdf,jazzfest115,
29th Annual Lionel Hampton Jazz Festival Program,1996,,"Hampton, Lionel;  Ray Brown Trio;  Brown, Ray;  Green, Benny;  Hutchinson, Greg;  Jones, Elvin;  Jones, Hank;  Ellis, Herb;  Jones, Oliver;  Thielemans, Toots;  Bromberg, Brian;  Mikami, Kuni;  Friesen, David;  Abate, Greg;  Krall, Diana;  Butman, Igor;  Fabian, Christian, Fabian (aka Fabian Bausch);  Farmer, Shirley Stewart;  Pizzarelli, John ""Bucky"";  Lovano, Joe;  Ennis, Ethel;  Gene Harris Quartet;  Harris, Gene;  Eschete, Ron;  Humphrey, Paul;  Hughes, Luther;  Hargrove, Roy;  Sanchez, David;  Daniels, Dee;  Margolis, Kitty;  Dorsey, Leon;  Watson, Wally ""Gator"";  Horn, Shirley;  Abeles, Charles;  Williams, Steve;  Puente, Tito;  D'Rivera, Paquito;  Roditi, Claudio;  Hampton, Slide;  Grey, Al;  Roney, Wallace;  Watrous, Bill;  Jarvis, Jane;  Reeves, Dianne;  Friesen, David;  LaVerne,Andy;  Martinez, Jim;  Stowell, John;  Bryant, Lance;  Elwood, Philip F.",saxophone;  guitar;  piano;  vocals;  trombone;  trumpet;  clarinet;  percussion;  drums;  bass;  tenor saxophone;  alto saxophone;  harmonica;  vibes,"Wicks, Virginia (publicist); Elwood, Phil (critic); Deffaa, Chip (critic);","Argersinger, Charles; Steve, Baer; Bouma, Gerry; Call, Steve; Cazier, Dave; Christensen, Jim; Crawford, Peter; Cummings, Roy; Curnow, Robert; DeMiero, Frank; Gjerde, Byron; Francis, Tim; Hagen, Scott; Harbaugh, John; Haskell, Jeff; Hubbs, Randy; Jarvis, David; Johansen, Keven; Keberle, Dan; Klemme, Paul; Kraintz, Ken; Lawrence, Jay; Mair, Jim; Mathis, Sheila; McKay, Bill; McKelvey, Greg; Merrill, Les; Moawad, John; Perconti, Bill; Richins, Steve; Saunders, Marianne; Smith, Larry; Smith, Ray; Spittal, Robert; Stultz, Dave; Versace, Gary; Wickham, Nat; Wilkinson, Ron; Wolking, Henry; Yasinitsky, Ann Marie; Yasinitsky, Gregory;","8.25"" x 10.75"" event program. Includes artist biographies, concert schedules, performance schedules, workshop and clinic information, and sponsor information.",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf1996-prog,lhijf1996-prog.pdf,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/114,114,79.pdf,/jazzfest/image/79.pdf,jazzfest116,
17th Annual Jazz Festival Program,1984,,"Free Flight;  Walker, Jim;  Leviev, Milcho;  Lacefield, Jim;  Humphrey, Ralph;  Hampton, Lionel;  Perkins, Bill;  Reeves, Dianne;  Vaughan, Sarah",vocals;  saxophone;  vibes;  flute;  keyboards;  bass;  percussion,,"Seiler, Dave; Werner, Rich; Mills, John; Barduhn, Dave; Yasinitsy, Gregory; Lawrence, Don; Wooden, Ron; Gjerde, Byron; Carter, Robert; McCurdy, Robert; Bukvich, Dan; Paul, Don; Hembd, Kent;","6.75""; x 8.5""; event program. Includes artist biographies, concert schedules, competition schedules, and sponsor information.",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf1984-prog,lhijf1984-prog.pdf,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/115,115,88.pdf,/jazzfest/image/88.pdf,jazzfest117,
Ray Brown,1995,yes,"Brown, Ray",bass,,,"5"" x 7"" black and white photograph. Ray Brown plays the bass at the Lionel Hampton Jazz Festival.","UI Photo Services; Kimberling, Michele;",,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Brown-001,jazzfestf11-001.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/116,116,95.jp2,/jazzfest/image/95.jp2,jazzfest118,
Lionel Hampton [3],1998,,"Hampton, Lionel",,,,35mm color slide. Lionel Hampton holding vibraphone mallets.,"UI Photo Services; Meehan, Paul",,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz95-98Misc-008,Jazz95-98Misc-008.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/117,117,92.jp2,/jazzfest/image/92.jp2,jazzfest119,
Dizzy Gillespie Jazz Clinic [10],1991,,"Gillespie, Dizzy",trumpet,,,"1.5"" x 1"" black and white print. One of thirty images found on a contact sheet. Dizzy Gillespie playing trumpet into microphone during his jazz clinic.","UI Photo Services;  Prout, Jerry",,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz91-7Gillespie-002,Jazz91-7Gillespie-002.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/118,118,70.jp2,/jazzfest/image/70.jp2,jazzfest120,
Wynton Marsalis and Ray Brown [5],1989,,"Marsalis, Wynton; Brown, Ray",trumpet; bass,,,"10"" x 8"" black and white photograph. Wynton Marsalis and Ray Brown playing together at the 1989 jazz festival.",UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz89-Marsalis-017,jazzfestf1-004.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/119,119,76.jp2,/jazzfest/image/76.jp2,jazzfest121,
